Time (ns),Br25 ref,Br25 IMN,Br25 EDA,EDA ref,EDA IMN,EDA EDA,IMN ref,IMN IMN,IMN EDA
79.488,28,40,24,40,21,81,102,94,63
79.616,14,39,39,42,25,71,113,101,47
79.744,21,41,24,46,30,84,99,112,58
79.872,25,54,30,37,13,72,107,100,69
80,16,57,26,45,19,79,90,112,53
80.128,15,49,36,31,23,57,106,106,63
80.256,18,41,34,39,15,76,92,116,79
80.384,18,48,33,38,14,71,97,104,62
80.512,33,45,38,41,20,66,104,113,62
80.64,14,53,35,36,30,71,99,102,78
80.768,23,45,25,37,27,62,110,111,61
80.896,14,48,36,41,22,73,94,92,70
81.024,21,40,26,40,20,61,93,99,72
81.152,15,38,37,38,12,70,93,112,71
81.28,25,50,38,42,24,69,104,81,65
81.408,20,33,22,41,18,56,96,101,49
81.536,18,47,30,48,16,67,97,110,56
81.664,17,53,40,35,24,65,107,116,62
81.792,14,45,40,44,16,70,101,123,59
81.92,14,59,46,36,21,69,90,108,46
82.048,13,40,25,31,14,78,93,108,62
82.176,14,52,33,34,19,67,93,121,70
82.304,18,39,27,30,26,65,99,102,60
82.432,16,54,33,35,12,52,100,102,62
82.56,12,40,37,42,22,52,104,92,74
82.688,20,48,29,30,27,60,77,100,55
82.816,13,42,32,40,24,61,99,127,62
82.944,12,54,33,46,23,50,89,102,57
83.072,22,38,30,42,23,60,87,83,61
83.2,11,39,33,34,11,66,97,112,62
83.328,17,37,21,39,17,69,100,105,74
83.456,14,45,40,25,16,67,101,108,52
83.584,22,50,33,26,15,64,83,100,58
83.712,17,47,29,38,17,76,98,104,67
83.84,16,57,33,27,27,79,92,90,59
83.968,17,48,24,35,19,54,95,95,73
84.096,20,47,38,36,21,49,102,106,62
84.224,11,42,31,38,13,71,84,102,70
84.352,14,43,30,34,20,53,93,104,64
84.48,11,46,25,35,22,68,89,122,61
84.608,24,43,35,41,27,60,113,110,54
84.736,10,38,29,30,23,63,106,100,70
84.864,15,34,24,35,17,65,96,104,75
84.992,23,54,27,40,16,63,86,123,56
85.12,15,47,20,42,20,48,99,95,54
85.248,17,52,29,38,18,62,89,98,58
85.376,11,45,24,23,20,67,96,101,64
85.504,19,36,26,36,20,71,86,99,63
85.632,15,44,35,29,17,54,86,86,62
85.76,21,40,33,42,21,63,89,106,59
85.888,17,38,28,29,16,52,74,90,49
86.016,16,51,25,37,19,59,84,106,68
86.144,12,43,37,32,15,52,108,106,74
86.272,17,40,19,37,15,65,97,96,66
86.4,12,35,22,30,15,76,89,97,66
86.528,18,42,32,47,22,62,94,102,73
86.656,17,46,30,35,19,56,107,97,70
86.784,9,40,25,25,19,61,98,98,64
86.912,16,46,27,49,21,57,103,115,60
87.04,12,36,27,34,21,52,104,87,67
87.168,12,40,39,46,18,59,103,110,60
87.296,14,47,28,33,12,65,109,99,55
87.424,15,41,27,47,16,66,78,109,54
87.552,17,47,29,36,18,63,107,84,56
87.68,12,29,28,32,19,61,81,77,53
87.808,13,48,35,36,12,61,89,86,48
87.936,17,42,30,31,16,58,96,80,51
88.064,15,36,24,27,18,60,106,90,56
88.192,19,59,35,29,27,60,92,85,52
88.32,16,37,31,29,16,50,90,99,63
88.448,20,43,32,36,17,61,100,105,42
88.576,9,47,25,29,17,62,94,97,66
88.704,18,57,33,23,20,50,88,102,64
88.832,16,39,21,35,19,59,94,110,56
88.96,12,43,30,34,14,52,60,105,69
89.088,20,43,18,40,14,61,77,103,61
89.216,9,40,29,33,16,60,83,92,59
89.344,14,29,25,29,17,62,92,90,48
89.472,20,37,28,33,24,48,84,114,52
89.6,9,37,31,31,11,60,100,116,66
89.728,12,39,21,29,14,62,67,98,69
89.856,14,52,24,31,17,48,82,83,51
89.984,12,46,27,25,26,64,78,118,61
90.112,9,44,30,28,12,71,97,104,54
90.24,12,52,23,29,24,59,102,101,66
90.368,16,33,25,27,17,49,95,95,60
90.496,21,47,19,28,15,70,84,97,59
90.624,15,48,25,25,17,63,79,103,50
90.752,15,34,27,19,16,69,82,97,54
90.88,13,40,19,28,10,67,59,84,69
91.008,15,31,34,31,16,75,92,88,60
91.136,14,34,26,42,15,55,93,101,72
91.264,11,41,26,30,16,59,72,89,75
91.392,16,39,25,34,12,70,76,70,57
91.52,12,38,13,36,20,57,88,89,46
91.648,11,33,27,22,19,69,114,80,62
91.776,11,46,29,25,11,53,88,104,58
91.904,14,41,26,29,10,65,91,96,67
92.032,13,32,21,18,13,57,82,109,74
92.16,12,37,24,34,15,44,70,95,64
92.288,11,41,20,23,20,49,83,106,67
92.416,14,42,23,32,13,64,98,106,66
92.544,13,37,17,30,12,49,90,91,66
92.672,15,44,27,25,16,47,83,96,43
92.8,12,39,18,38,19,51,74,94,52
92.928,12,43,22,21,16,53,88,105,50
93.056,15,31,20,25,13,52,96,88,58
93.184,18,40,23,21,14,53,86,102,54
93.312,19,44,18,19,20,43,106,98,64
93.44,12,39,23,37,13,65,95,82,48
93.568,16,33,26,36,17,51,98,106,70
93.696,14,38,28,28,20,51,76,100,63
93.824,16,43,22,30,18,67,74,94,62
93.952,18,28,24,36,12,64,76,92,56
94.08,9,40,28,23,14,58,80,105,56
94.208,15,42,18,27,12,43,91,89,56
94.336,20,34,24,20,23,44,88,114,55
94.464,21,40,28,32,19,56,91,83,66
94.592,14,36,18,16,17,48,81,86,54
94.72,10,38,32,19,16,59,74,94,53
94.848,18,29,27,21,11,56,67,103,37
94.976,17,38,22,22,13,59,88,89,59
95.104,14,37,27,24,12,54,70,91,50
95.232,14,54,30,25,16,55,84,86,55
95.36,17,38,19,29,15,57,83,88,68
95.488,15,42,28,31,13,50,83,77,66
95.616,15,39,24,32,17,68,71,96,53
95.744,22,40,20,22,15,53,72,87,62
95.872,11,34,34,21,13,54,81,92,54
96,13,34,19,17,14,48,83,87,51
96.128,13,37,23,25,15,49,86,89,46
96.256,20,40,33,30,15,60,67,107,60
96.384,16,29,23,26,11,47,75,75,54
96.512,10,39,23,28,16,49,67,93,62
96.64,13,28,24,31,10,62,85,97,48
96.768,12,35,18,30,17,60,59,93,60
96.896,17,46,23,24,9,50,73,95,55
97.024,16,37,15,24,10,55,71,89,72
97.152,12,38,23,18,15,63,97,91,57
97.28,13,39,22,30,11,55,84,107,48
97.408,9,41,20,16,9,54,91,88,50
97.536,16,37,22,31,12,59,72,88,54
97.664,10,33,26,21,10,56,83,93,53
97.792,10,38,34,27,13,57,79,85,71
97.92,12,33,19,23,14,47,93,98,45
98.048,18,33,15,30,17,57,89,89,59
98.176,12,34,38,24,11,62,64,105,62
98.304,12,39,18,25,15,52,83,91,65
98.432,19,32,29,27,16,46,86,90,54
98.56,11,45,20,23,20,39,70,106,47
98.688,11,24,26,21,11,48,78,81,44
98.816,15,24,13,25,20,48,81,85,53
98.944,11,45,21,19,15,42,76,90,59
99.072,17,26,22,19,11,49,90,105,56
99.2,12,34,22,26,10,55,54,78,65
99.328,13,33,18,22,14,53,83,86,64
99.456,18,43,22,11,23,52,73,88,59
99.584,13,31,25,27,10,54,71,71,44
99.712,15,26,25,22,12,50,86,95,51
99.84,14,34,27,21,14,56,83,87,38
99.968,11,20,27,26,12,35,61,104,46
100.096,11,31,29,21,14,46,87,75,53
100.224,19,27,23,28,17,48,78,90,49
100.352,11,32,15,16,8,44,83,94,50
100.48,15,37,18,25,14,51,85,71,57
100.608,19,29,21,25,15,44,61,79,52
100.736,16,28,16,21,8,44,68,104,56
100.864,11,37,18,20,10,46,93,86,71
100.992,16,31,18,25,16,59,68,88,58
101.12,12,33,23,20,16,65,79,93,63
101.248,13,35,18,26,12,54,98,93,50
101.376,11,33,15,20,14,42,94,96,51
101.504,16,42,23,21,20,40,81,86,58
101.632,8,41,19,19,12,45,55,74,48
101.76,13,40,21,20,12,38,73,86,57
101.888,11,28,23,24,7,55,71,107,50
102.016,11,32,21,23,10,34,73,73,41
102.144,10,39,22,19,13,49,73,93,61
102.272,12,33,24,28,11,63,77,92,46
102.4,7,33,15,21,15,45,75,79,48
102.528,14,36,27,21,8,43,65,70,69
102.656,9,39,20,17,20,47,77,68,53
102.784,19,39,19,19,13,54,77,89,64
102.912,14,31,17,30,15,54,79,91,52
103.04,15,34,21,25,15,46,79,89,65
103.168,18,24,28,28,10,48,64,78,42
103.296,10,35,15,16,13,63,74,90,52
103.424,15,33,19,19,12,40,81,83,45
103.552,11,29,20,16,14,38,82,100,60
103.68,14,35,21,18,14,64,81,96,65
103.808,13,37,22,23,11,44,63,75,48
103.936,12,30,14,17,12,41,78,85,54
104.064,19,33,23,15,14,49,61,101,49
104.192,11,30,20,17,8,57,72,82,58
104.32,12,41,25,23,13,49,96,89,59
104.448,9,34,13,20,13,48,56,87,57
104.576,17,31,29,22,13,54,65,73,54
104.704,18,50,22,21,13,39,58,101,55
104.832,9,35,13,24,8,42,72,71,74
104.96,8,37,22,16,16,67,71,85,56
105.088,9,41,13,21,17,44,66,84,60
105.216,9,26,20,17,9,43,69,81,60
105.344,9,32,25,20,9,50,62,94,47
105.472,10,37,12,15,16,36,69,87,41
105.6,13,31,25,20,18,44,71,85,54
105.728,14,29,19,23,10,54,78,76,52
105.856,10,31,17,23,10,45,70,81,45
105.984,10,38,19,27,14,46,66,68,55
106.112,9,32,13,12,16,49,78,81,49
106.24,13,25,21,18,12,41,63,75,60
106.368,13,38,19,19,12,42,73,74,45
106.496,13,27,25,17,8,42,70,84,44
106.624,10,37,19,18,6,40,61,82,57
106.752,12,37,16,21,8,51,78,74,53
106.88,14,29,24,10,15,41,70,78,67
107.008,11,33,21,18,7,58,73,83,68
107.136,14,37,21,14,9,37,64,93,65
107.264,15,28,23,26,14,46,70,91,57
107.392,7,38,15,22,13,34,69,71,60
107.52,16,25,19,14,7,52,67,99,51
107.648,11,32,16,14,9,47,59,75,57
107.776,14,25,17,17,13,63,74,83,55
107.904,11,45,18,14,14,55,64,74,50
108.032,6,31,19,20,17,38,85,81,44
108.16,16,35,18,21,13,49,73,83,35
108.288,10,28,12,25,10,51,63,98,64
108.416,7,36,22,16,15,38,68,84,56
108.544,14,33,22,15,16,41,87,82,44
108.672,13,33,22,24,13,45,72,87,47
108.8,15,34,19,15,10,39,78,83,44
108.928,11,31,20,18,9,43,62,83,54
109.056,13,33,31,22,9,56,62,87,43
109.184,7,31,21,29,10,41,65,78,48
109.312,9,29,25,19,8,44,71,91,51
109.44,10,35,28,20,8,41,72,91,51
109.568,11,36,22,16,12,49,91,83,44
109.696,14,35,19,17,8,49,66,78,64
109.824,12,22,24,21,7,41,70,82,46
109.952,11,31,16,16,9,36,79,84,56
110.08,16,37,19,17,9,38,57,88,59
110.208,14,33,19,17,9,36,63,88,63
110.336,15,30,20,14,11,44,58,89,58
110.464,10,20,24,9,8,40,72,78,42
110.592,19,33,14,14,10,39,63,82,55
110.72,9,24,17,19,6,33,70,88,52
110.848,11,31,14,17,8,37,83,83,50
110.976,9,20,17,21,5,43,79,78,57
111.104,8,24,15,16,12,33,81,88,45
111.232,11,30,13,9,13,37,62,87,39
111.36,7,26,15,16,16,50,78,85,49
111.488,6,22,15,29,8,32,66,73,50
111.616,16,28,19,19,11,49,73,79,42
111.744,10,21,25,26,15,56,51,82,52
111.872,12,35,14,17,11,45,72,84,52
112,9,32,20,10,6,47,64,77,50
112.128,15,27,15,12,9,42,62,97,51
112.256,9,26,14,13,13,43,71,80,50
112.384,9,25,14,15,8,44,62,64,46
112.512,14,27,24,14,16,50,63,103,51
112.64,9,23,26,21,11,46,66,75,64
112.768,20,31,15,19,12,42,88,71,52
112.896,8,31,12,16,10,31,79,94,60
113.024,10,27,19,17,10,47,62,85,48
113.152,16,29,12,19,7,31,59,79,52
113.28,9,28,21,20,11,46,66,83,44
113.408,7,22,12,17,8,50,71,67,44
113.536,9,37,12,10,6,41,59,74,48
113.664,13,32,21,23,7,33,62,88,40
113.792,8,23,17,17,11,27,59,94,50
113.92,9,36,25,18,6,40,68,82,40
114.048,14,20,23,13,15,52,59,67,40
114.176,12,21,24,10,4,44,67,77,49
114.304,19,34,19,20,6,38,72,83,49
114.432,9,29,13,15,10,38,71,84,49
114.56,8,23,13,18,13,49,74,86,53
114.688,12,30,18,18,9,43,66,80,49
114.816,15,35,16,17,13,35,52,88,50
114.944,12,24,14,24,8,38,89,67,38
115.072,10,29,15,14,7,42,63,77,60
115.2,5,28,17,16,9,36,71,85,40
115.328,3,22,14,13,6,45,61,67,53
115.456,14,27,12,12,9,40,58,82,46
115.584,10,27,18,17,7,47,62,72,55
115.712,10,31,17,16,11,41,56,88,64
115.84,8,31,19,11,7,45,65,65,39
115.968,5,29,15,15,13,47,78,80,50
116.096,6,27,21,18,11,50,59,82,42
116.224,10,27,11,15,11,39,64,67,50
116.352,10,31,23,13,8,47,71,62,53
116.48,13,21,13,17,10,34,72,57,50
116.608,14,30,16,20,3,27,66,58,51
116.736,6,32,11,18,9,53,69,80,36
116.864,4,25,18,16,3,44,65,74,44
116.992,7,35,17,17,9,42,64,80,44
117.12,10,28,11,15,5,55,54,83,45
117.248,7,26,20,19,13,46,72,71,50
117.376,12,30,22,12,9,37,46,66,45
117.504,6,24,11,12,8,38,63,77,50
117.632,10,41,18,20,9,47,64,69,51
117.76,9,16,26,20,6,42,52,77,39
117.888,13,25,13,13,12,32,60,73,49
118.016,9,28,15,20,7,43,68,72,50
118.144,12,24,15,19,10,31,59,72,41
118.272,8,33,16,11,10,35,58,77,59
118.4,11,36,15,14,2,41,63,78,55
118.528,7,29,11,21,6,28,84,80,41
118.656,10,22,13,6,9,42,75,66,44
118.784,6,27,15,18,8,44,65,77,44
118.912,6,17,15,14,6,49,56,74,47
119.04,5,29,17,19,9,41,75,55,47
119.168,9,34,16,11,11,39,64,76,59
119.296,8,29,22,17,6,35,50,72,58
119.424,9,28,14,17,9,43,43,90,56
119.552,9,25,10,12,9,33,58,53,60
119.68,8,24,15,11,10,38,53,86,50
119.808,10,25,16,11,10,36,54,74,52
119.936,8,24,15,14,5,38,40,76,41
120.064,10,15,11,20,11,38,56,72,48
120.192,5,37,14,10,6,30,50,69,33
120.32,12,24,18,12,5,31,67,80,51
120.448,8,27,27,13,8,38,70,64,53
120.576,12,31,14,12,9,33,50,74,66
120.704,11,28,10,11,10,47,53,84,45
120.832,14,24,14,10,10,45,64,62,23
120.96,10,22,17,15,11,45,68,82,60
121.088,7,24,24,17,12,50,62,62,49
121.216,12,19,15,17,4,37,58,77,55
121.344,14,28,15,14,8,38,70,66,44
121.472,8,29,6,8,14,37,46,66,44
121.6,13,26,19,15,5,38,69,64,46
121.728,5,20,23,16,6,39,53,69,43
121.856,13,24,15,17,8,44,55,72,56
121.984,7,20,13,17,5,39,64,70,47
122.112,7,23,13,24,8,46,42,84,64
122.24,15,21,15,14,10,29,54,72,49
122.368,9,25,15,15,5,43,54,70,47
122.496,5,23,5,21,13,39,65,77,37
122.624,8,26,13,20,9,45,65,74,39
122.752,10,31,24,19,7,36,52,62,37
122.88,7,35,17,16,10,37,73,69,53
123.008,13,30,8,15,8,33,68,52,50
123.136,9,27,14,11,12,33,65,72,48
123.264,6,29,18,13,5,39,62,58,49
123.392,6,31,14,17,9,26,67,65,41
123.52,12,27,15,11,8,31,62,69,60
123.648,13,27,12,10,8,31,67,79,43
123.776,9,26,11,19,7,36,56,81,54
123.904,13,28,9,14,9,36,60,72,44
124.032,7,29,12,18,5,39,64,66,30
124.16,7,26,25,13,8,39,54,84,47
124.288,7,27,8,10,7,31,58,81,46
124.416,9,24,9,9,11,44,50,69,33
124.544,9,25,11,14,15,35,52,66,46
124.672,8,21,16,13,10,35,65,76,49
124.8,6,18,20,10,9,40,65,70,49
124.928,8,18,19,13,6,31,65,72,50
125.056,11,18,16,6,9,40,57,84,50
125.184,11,31,16,15,7,37,61,79,43
125.312,6,19,13,12,10,26,55,58,41
125.44,9,21,11,11,8,28,66,73,48
125.568,9,31,11,14,6,43,40,78,47
125.696,8,22,13,9,12,23,63,65,46
125.824,12,21,15,15,6,27,51,65,60
125.952,5,25,9,20,12,32,55,80,43
126.08,7,22,15,10,5,33,55,62,42
126.208,10,25,17,8,5,45,53,82,41
126.336,10,14,13,20,7,32,56,61,35
126.464,7,23,9,9,8,35,48,67,67
126.592,12,21,13,17,8,30,56,75,49
126.72,7,26,12,13,8,36,53,65,44
126.848,7,24,8,9,8,33,60,71,48
126.976,4,27,14,11,7,26,62,71,42
127.104,9,26,15,15,6,32,51,74,50
127.232,15,30,11,11,9,35,65,81,51
127.36,10,17,15,14,10,43,56,72,48
127.488,8,27,7,20,10,36,49,52,42
127.616,4,26,18,17,6,29,61,79,45
127.744,12,24,16,8,13,30,41,69,38
127.872,5,19,12,19,11,34,50,84,38
128,8,35,10,10,8,29,67,66,43
128.128,4,26,5,8,5,38,59,80,58
128.256,8,19,15,15,8,43,68,81,41
128.384,5,23,8,14,4,39,59,67,44
128.512,10,19,19,18,8,51,49,85,43
128.64,9,14,15,11,7,37,65,62,53
128.768,9,19,16,15,9,35,57,55,45
128.896,13,26,10,10,7,31,53,69,45
129.024,6,14,17,15,11,39,48,75,43
129.152,11,24,11,11,7,40,54,64,51
129.28,7,26,13,10,14,46,43,59,53
129.408,11,27,8,10,12,30,51,75,46
129.536,8,22,10,15,7,38,60,76,44
129.664,11,22,12,12,7,30,44,59,51
129.792,12,18,16,13,3,34,72,63,46
129.92,12,29,11,14,5,36,57,53,49
130.048,7,22,15,13,4,29,57,72,43
130.176,7,22,12,16,6,38,55,65,48
130.304,5,23,17,9,10,34,60,54,38
130.432,10,19,9,11,5,43,49,70,41
130.56,4,23,17,12,7,30,52,63,59
130.688,10,16,12,16,12,29,58,72,52
130.816,9,14,11,12,6,31,62,69,52
130.944,7,29,13,15,4,31,61,69,47
131.072,10,24,8,6,6,36,56,58,40
131.2,10,22,8,17,8,27,57,57,43
131.328,11,25,10,15,9,34,56,77,35
131.456,8,28,11,12,11,38,51,65,45
131.584,8,28,13,7,13,28,55,78,42
131.712,19,20,8,4,6,31,58,53,39
131.84,9,19,16,9,8,39,56,72,41
131.968,6,30,16,8,5,22,57,71,39
132.096,10,23,21,16,11,28,53,64,49
132.224,3,25,18,13,9,29,59,52,47
132.352,4,23,13,9,10,34,53,52,40
132.48,12,21,11,14,10,37,58,70,38
132.608,8,9,11,12,4,30,63,58,35
132.736,6,29,17,15,6,37,58,79,39
132.864,10,19,10,18,8,33,59,81,47
132.992,7,25,10,12,13,31,62,67,36
133.12,9,20,6,11,4,33,55,59,40
133.248,2,21,8,13,7,29,69,60,50
133.376,8,15,16,6,8,27,56,69,37
133.504,11,31,16,15,12,29,61,71,31
133.632,13,19,11,7,6,31,58,56,33
133.76,6,23,20,11,5,43,68,76,39
133.888,9,24,8,14,12,34,58,64,35
134.016,5,18,7,14,8,32,62,69,36
134.144,8,22,16,8,6,29,50,55,41
134.272,6,22,10,10,6,24,55,73,37
134.4,9,22,11,19,7,34,48,68,43
134.528,7,25,10,14,5,34,38,63,35
134.656,5,23,8,16,6,33,55,62,46
134.784,10,25,12,9,6,35,58,65,44
134.912,9,15,8,10,3,34,71,70,56
135.04,10,23,16,8,4,34,48,72,40
135.168,9,17,15,12,2,30,44,59,39
135.296,9,27,8,10,5,27,53,62,39
135.424,7,17,10,13,7,33,63,66,49
135.552,5,25,14,17,5,28,51,52,44
135.68,7,15,6,17,2,34,48,64,45
135.808,6,25,11,11,6,34,61,65,48
135.936,4,21,15,9,8,33,51,60,44
136.064,6,18,9,15,7,30,40,53,35
136.192,5,26,13,21,6,36,50,69,38
136.32,7,19,9,14,5,34,55,64,37
136.448,5,25,22,12,4,29,47,64,49
136.576,8,17,9,8,8,33,44,70,49
136.704,6,18,18,14,5,29,52,63,45
136.832,9,18,11,7,6,25,62,61,29
136.96,8,20,8,10,12,31,55,61,46
137.088,9,31,12,11,7,36,56,60,50
137.216,9,22,17,6,7,27,65,63,40
137.344,8,20,20,7,6,37,52,72,41
137.472,4,11,11,10,6,43,71,79,43
137.6,8,23,9,4,11,29,42,69,44
137.728,5,23,11,16,5,24,53,74,50
137.856,6,24,17,13,6,25,42,54,43
137.984,10,25,8,15,4,30,59,63,45
138.112,8,19,5,11,6,32,52,68,34
138.24,13,29,15,10,6,32,40,62,40
138.368,7,21,10,12,3,28,55,68,33
138.496,10,21,13,7,10,32,59,63,41
138.624,8,20,8,7,2,19,54,64,42
138.752,5,18,9,7,9,30,68,63,40
138.88,9,14,11,11,4,22,60,83,39
139.008,5,30,10,8,10,36,48,73,41
139.136,8,22,10,15,5,34,47,60,58
139.264,5,18,13,11,3,37,42,56,51
139.392,8,27,16,10,6,29,44,63,39
139.52,7,20,7,11,9,28,67,53,41
139.648,6,22,13,14,4,34,61,44,40
139.776,12,30,7,3,7,24,53,78,47
139.904,7,17,9,10,5,33,53,67,40
140.032,6,21,12,6,5,33,70,38,47
140.16,12,15,10,15,8,43,42,70,46
140.288,7,16,14,12,11,31,54,67,44
140.416,8,17,9,12,5,30,50,48,37
140.544,8,24,11,9,6,36,63,57,38
140.672,12,19,8,14,5,22,50,49,52
140.8,7,25,11,7,5,35,58,59,44
140.928,8,17,10,9,7,26,44,51,34
141.056,8,15,11,7,5,30,54,64,40
141.184,7,21,15,24,10,25,48,53,28
141.312,12,18,13,9,8,34,56,61,46
141.44,9,24,12,5,8,28,57,63,34
141.568,6,20,13,6,4,31,52,60,49
141.696,10,19,10,8,5,27,63,53,49
141.824,8,22,10,10,1,27,52,61,33
141.952,7,18,17,15,4,27,55,49,33
142.08,8,20,15,11,5,27,49,78,41
142.208,7,22,11,4,14,38,63,51,41
142.336,9,9,10,13,5,28,57,59,46
142.464,12,27,12,10,8,28,50,72,46
142.592,7,21,8,12,3,36,67,54,44
142.72,10,25,12,6,5,39,54,60,46
142.848,10,19,10,14,8,36,50,77,39
142.976,2,19,12,9,12,33,51,60,31
143.104,12,17,6,11,10,35,40,72,37
143.232,8,18,11,8,8,30,49,52,46
143.36,10,22,18,12,5,27,58,51,44
143.488,8,19,10,13,10,24,39,65,42
143.616,11,22,9,6,5,34,47,76,36
143.744,2,17,16,9,7,33,56,52,40
143.872,6,18,13,13,9,34,49,57,50
144,8,18,10,8,8,28,39,58,47
144.128,3,18,13,7,4,27,47,73,43
144.256,8,21,16,8,6,27,55,56,34
144.384,5,17,9,6,8,24,47,65,48
144.512,15,23,13,9,4,23,50,60,48
144.64,8,15,9,6,6,30,61,60,45
144.768,15,17,12,4,7,26,62,58,37
144.896,7,22,9,13,6,35,57,72,52
145.024,4,22,13,11,8,22,44,62,40
145.152,9,18,12,10,9,31,51,67,49
145.28,5,22,8,7,6,34,50,53,41
145.408,4,18,7,12,6,28,58,62,26
145.536,11,11,17,8,8,29,62,66,32
145.664,9,16,11,6,6,27,61,58,48
145.792,10,26,12,13,5,22,42,60,26
145.92,9,16,13,9,9,29,49,56,45
146.048,6,26,8,11,5,24,53,51,43
146.176,7,15,15,14,8,22,51,49,34
146.304,8,24,8,7,8,22,37,67,42
146.432,15,16,9,14,3,25,39,62,48
146.56,11,11,10,5,11,22,40,65,43
146.688,8,20,13,9,3,23,43,43,47
146.816,8,13,12,12,5,28,42,59,40
146.944,5,21,12,6,5,21,71,49,30
147.072,10,19,10,8,4,26,59,64,38
147.2,10,16,13,5,7,20,67,64,46
147.328,2,14,11,17,5,28,32,44,46
147.456,7,17,11,12,8,31,43,65,53
147.584,3,22,4,9,6,28,47,59,38
147.712,7,24,8,10,7,33,53,52,29
147.84,5,30,12,12,9,22,46,57,40
147.968,7,17,11,10,10,26,42,44,38
148.096,7,11,11,14,9,44,48,46,39
148.224,5,17,15,8,2,24,53,59,37
148.352,9,13,12,3,5,18,55,70,43
148.48,8,19,12,11,8,34,49,68,43
148.608,6,22,10,11,4,35,47,73,45
148.736,4,25,9,10,5,26,40,60,30
148.864,8,20,8,4,7,27,49,51,39
148.992,6,19,15,7,3,23,47,56,45
149.12,6,20,6,11,2,40,49,52,52
149.248,12,20,9,10,11,26,40,57,43
149.376,4,23,14,8,3,36,50,69,49
149.504,13,18,7,5,9,36,48,55,39
149.632,7,13,10,7,5,29,52,54,42
149.76,1,14,6,6,2,25,36,48,44
149.888,2,18,9,10,5,26,33,58,37
150.016,3,23,8,7,6,41,52,63,21
150.144,10,19,9,7,6,22,41,54,32
150.272,6,15,8,8,6,25,54,66,39
150.4,5,25,7,8,8,33,35,61,37
150.528,4,22,11,10,6,23,47,59,32
150.656,8,17,14,8,8,31,42,49,43
150.784,6,15,12,6,6,29,48,49,43
150.912,7,14,8,12,9,31,43,65,45
151.04,5,16,10,12,5,30,53,61,38
151.168,4,18,13,11,7,29,50,59,38
151.296,8,19,14,9,6,36,57,46,38
151.424,6,17,9,7,3,33,47,50,35
151.552,11,22,12,15,6,30,42,58,37
151.68,8,10,9,10,3,22,36,69,37
151.808,8,25,12,8,4,27,36,60,33
151.936,14,21,5,8,8,28,46,50,36
152.064,2,13,8,5,11,32,38,50,41
152.192,8,17,11,4,7,29,44,41,29
152.32,3,18,7,13,4,27,41,53,28
152.448,9,16,8,11,4,30,48,46,37
152.576,5,17,13,7,6,26,46,51,29
152.704,7,16,15,8,5,29,47,54,38
152.832,10,12,6,8,2,23,61,58,42
152.96,4,18,6,11,5,29,38,57,42
153.088,8,12,13,8,6,22,46,67,36
153.216,6,21,5,5,6,23,55,59,31
153.344,3,18,13,5,6,23,51,49,48
153.472,4,17,10,11,3,33,44,55,33
153.6,10,17,11,10,4,28,51,41,39
153.728,4,17,12,13,3,30,59,36,42
153.856,4,20,13,7,6,31,54,52,48
153.984,10,15,15,9,4,29,48,61,44
154.112,11,12,11,6,9,23,30,52,39
154.24,2,22,8,12,6,26,40,49,41
154.368,0,20,17,5,7,22,41,48,38
154.496,7,14,10,6,10,21,45,65,25
154.624,5,24,14,13,4,30,50,51,35
154.752,7,22,15,10,3,32,49,45,46
154.88,4,19,7,7,2,30,54,66,35
155.008,4,20,5,8,8,25,53,60,26
155.136,7,22,8,15,5,30,43,53,46
155.264,10,20,12,9,5,20,53,45,39
155.392,9,18,14,10,6,20,50,62,31
155.52,2,12,9,7,3,34,45,63,33
155.648,9,22,13,6,6,26,45,53,51
155.776,9,16,7,11,4,21,45,72,28
155.904,5,19,15,5,3,19,46,59,47
156.032,9,18,11,2,4,25,39,59,39
156.16,8,13,9,8,8,33,36,59,28
156.288,6,23,8,12,3,29,45,38,37
156.416,5,21,13,11,6,25,39,58,42
156.544,2,18,5,9,4,19,47,46,38
156.672,5,20,8,9,5,35,46,65,40
156.8,7,16,12,7,6,25,37,52,38
156.928,3,21,8,10,6,22,37,45,31
157.056,9,19,11,18,6,31,37,57,39
157.184,2,16,9,5,9,26,55,48,32
157.312,5,20,7,11,5,24,42,53,32
157.44,4,18,9,9,5,34,54,48,32
157.568,8,17,8,9,12,29,37,57,41
157.696,6,14,7,8,8,20,46,58,23
157.824,8,15,6,7,7,20,45,54,39
157.952,5,19,10,5,5,34,43,50,33
158.08,14,26,10,6,6,31,46,56,30
158.208,11,17,7,5,8,24,43,56,37
158.336,2,17,11,8,4,26,44,53,40
158.464,9,20,12,6,5,18,47,62,33
158.592,9,17,6,5,7,30,36,53,31
158.72,10,21,8,3,3,18,47,61,42
158.848,13,22,7,7,6,26,43,48,36
158.976,5,10,6,10,3,23,45,48,29
159.104,6,16,8,8,8,34,48,52,35
159.232,6,14,9,8,7,24,44,50,36
159.36,4,17,8,4,4,27,43,59,42
159.488,8,12,7,8,5,23,39,44,36
159.616,4,18,10,7,7,20,38,64,32
159.744,6,18,10,7,2,24,41,49,42
159.872,7,17,10,9,5,28,45,51,39
160,12,12,14,6,9,25,44,54,41
160.128,12,16,8,5,7,25,47,61,29
160.256,12,16,6,4,5,21,40,65,31
160.384,3,14,10,10,2,24,46,41,43
