Time (ns),Br25 Air 100pc,Br25 Air 50pc,Br25 Air 50pct7int,Br25 Glass 100pc,Br25 Glass 50pc,Br25 Glass 50pct7int,AlO Air 100pc,AlO Air 50pc,AlO Air 50pct7int,AlO Glass 100pc,AlO Glass 50pc,AlO Glass 50pct7int,Me4 Air 100pc,Me4 Air 50pc,Me4 Air 50pct7int,Me4 Glass 100pc,Me4 Glass 50pc,Me4 Glass 50pct7int
39.808,46,52,39,47,62,57,42,32,22,48,38,21,26,24,27,38,38,40
39.936,38,34,31,50,58,56,28,40,32,42,30,28,32,18,32,41,32,36
40.064,30,52,40,38,50,51,41,35,22,43,38,44,30,30,21,31,39,34
40.192,60,43,36,43,64,72,49,31,28,44,33,31,27,33,19,39,40,26
40.32,41,38,28,49,54,61,33,34,21,43,32,33,23,22,19,32,35,28
40.448,50,37,30,54,53,54,42,35,21,44,39,34,26,28,21,29,31,32
40.576,41,27,31,49,49,52,40,34,23,44,44,23,27,28,18,32,39,36
40.704,31,43,49,48,57,53,39,35,32,44,33,27,35,21,27,25,32,27
40.832,44,46,33,39,49,44,31,35,22,29,37,22,29,24,25,30,19,23
40.96,46,58,40,51,64,54,31,45,26,43,45,26,41,18,18,43,26,30
41.088,46,45,24,62,51,50,37,33,22,47,30,30,35,22,20,33,23,32
41.216,38,40,36,41,65,72,41,29,30,42,40,23,38,18,20,33,44,29
41.344,46,37,32,47,35,62,41,44,35,54,19,30,34,27,27,37,36,34
41.472,44,43,41,60,46,59,37,35,27,46,35,34,36,31,23,34,28,41
41.6,44,41,24,39,50,67,31,39,23,44,33,32,23,20,14,32,24,38
41.728,70,48,40,50,53,46,40,35,26,28,33,31,27,29,24,44,33,29
41.856,50,37,35,43,50,39,36,32,30,33,26,22,19,27,19,29,38,34
41.984,41,37,40,39,55,60,21,29,32,40,36,21,32,19,10,27,45,39
42.112,32,43,31,47,52,69,42,47,29,43,26,28,29,19,19,19,34,34
42.24,61,49,24,57,41,66,39,23,36,46,33,22,23,21,20,30,50,24
42.368,48,47,39,35,48,61,38,40,29,45,35,19,26,25,19,27,35,25
42.496,40,48,43,52,53,60,32,45,28,36,32,25,30,19,27,31,30,40
42.624,47,30,23,59,48,70,40,44,33,33,32,31,31,25,27,35,40,31
42.752,37,36,40,49,48,62,34,44,39,46,33,35,27,23,13,39,35,38
42.88,48,40,38,56,51,56,42,36,28,39,37,38,29,22,16,20,32,49
43.008,42,48,43,61,49,63,48,40,23,44,44,22,22,27,15,50,33,33
43.136,46,53,36,48,63,52,31,36,27,41,32,28,32,21,13,33,26,35
43.264,28,50,39,50,44,60,43,28,24,30,31,28,44,21,15,33,29,47
43.392,43,43,32,54,51,55,40,30,21,43,39,24,37,23,26,33,26,34
43.52,45,41,30,54,51,50,42,37,30,25,31,24,24,18,24,40,30,29
43.648,40,41,20,48,54,68,28,41,32,38,32,29,32,17,19,29,27,31
43.776,39,37,30,43,48,64,37,36,23,46,38,31,31,23,14,46,34,40
43.904,48,26,28,47,45,62,41,38,24,40,25,32,24,12,23,49,25,36
44.032,28,31,32,41,53,59,34,37,23,41,30,29,30,21,13,36,39,32
44.16,45,24,29,59,56,45,37,43,27,45,39,26,31,16,12,38,26,34
44.288,49,39,28,52,52,71,35,32,22,40,38,28,32,29,23,42,31,31
44.416,41,37,32,44,52,51,28,35,26,52,36,21,24,16,18,45,35,30
44.544,41,47,31,52,55,67,35,33,22,31,30,29,26,23,22,34,36,28
44.672,46,52,18,36,39,64,33,31,28,46,38,25,34,25,20,34,26,34
44.8,47,37,25,52,38,56,38,36,29,33,31,34,34,28,25,29,41,25
44.928,44,42,15,41,53,57,40,36,29,36,32,32,26,30,23,31,34,26
45.056,37,40,19,56,56,53,53,35,27,32,15,26,37,25,20,30,39,29
45.184,52,45,32,52,48,70,40,26,28,43,34,29,47,20,23,50,42,28
45.312,36,49,29,41,51,61,40,37,29,44,36,25,30,22,18,43,37,33
45.44,38,39,35,33,57,56,45,49,17,46,35,17,22,18,18,26,29,39
45.568,39,51,32,47,64,51,31,46,29,38,36,40,28,28,17,32,36,29
45.696,48,35,33,40,36,51,37,35,25,40,28,25,33,22,18,37,36,36
45.824,53,44,34,59,42,57,27,23,35,40,39,28,22,21,21,40,30,32
45.952,36,53,32,46,52,58,30,30,34,41,33,30,26,25,19,40,32,28
46.08,47,54,40,61,54,57,36,34,19,39,32,30,29,25,24,42,27,32
46.208,40,30,40,45,47,50,48,32,28,34,21,30,25,25,11,35,41,28
46.336,46,43,38,48,37,58,34,30,28,40,29,32,26,20,14,26,33,34
46.464,41,44,26,53,50,72,33,37,28,35,30,27,25,25,15,29,34,24
46.592,41,41,29,59,49,62,41,40,22,28,28,19,30,27,10,22,31,40
46.72,48,50,28,52,43,58,29,33,35,38,40,28,31,32,12,32,23,44
46.848,50,36,30,44,33,69,38,23,20,41,35,24,25,28,23,34,34,31
46.976,35,43,29,52,40,58,37,39,26,31,26,29,31,21,15,27,35,23
47.104,47,38,27,45,51,61,38,32,19,27,28,24,30,19,20,19,47,36
47.232,41,53,38,42,49,65,30,33,27,34,50,25,22,12,16,25,26,39
47.36,48,33,28,32,43,60,36,30,22,37,41,30,23,16,19,40,30,30
47.488,52,38,22,47,43,51,47,31,28,42,47,30,18,24,10,42,33,37
47.616,44,31,35,55,40,53,42,24,21,48,32,28,31,18,21,48,36,24
47.744,34,44,38,38,57,66,26,29,23,34,33,28,34,23,17,36,19,35
47.872,43,41,26,49,48,65,35,30,29,36,35,32,40,20,18,29,29,29
48,48,41,26,47,50,46,40,35,31,39,39,30,28,20,21,31,34,28
48.128,41,45,34,41,62,55,27,28,24,33,29,29,30,18,21,47,24,34
48.256,33,43,29,50,50,53,32,30,15,41,27,19,26,20,23,44,25,28
48.384,45,32,30,44,43,63,42,43,25,30,25,34,22,18,17,40,24,24
48.512,39,43,24,58,63,56,42,39,23,37,32,32,35,19,17,34,23,35
48.64,29,36,34,49,62,56,31,23,25,44,34,37,30,11,19,29,32,29
48.768,35,41,43,60,51,59,47,36,24,33,34,24,22,21,18,27,35,33
48.896,37,32,27,51,53,61,41,32,20,37,32,19,21,19,12,34,28,30
49.024,35,37,25,44,41,48,32,33,21,28,35,30,27,27,32,39,32,23
49.152,45,47,23,41,41,62,40,31,26,27,27,31,23,16,16,36,27,34
49.28,28,45,30,36,53,51,40,41,23,26,27,30,31,24,13,29,42,24
49.408,52,50,38,56,44,60,43,33,18,38,29,22,33,16,11,30,35,34
49.536,32,32,27,41,46,37,34,32,21,38,33,20,29,36,14,31,28,37
49.664,46,40,27,44,52,60,28,26,40,33,33,42,23,22,11,29,31,27
49.792,42,35,37,51,34,56,32,33,31,37,22,26,27,21,15,26,26,34
49.92,43,42,37,48,43,56,38,21,27,33,32,25,28,22,15,30,36,25
50.048,46,39,35,40,56,61,28,25,25,39,32,27,26,24,18,36,34,20
50.176,40,33,24,45,52,51,40,43,29,28,29,16,27,16,22,37,23,41
50.304,41,43,33,48,51,52,46,28,26,32,28,19,32,21,13,36,29,41
50.432,34,33,20,29,55,57,31,27,22,25,31,30,25,19,24,28,17,21
50.56,35,28,21,43,52,52,28,34,26,43,35,24,21,17,19,35,36,33
50.688,27,41,35,59,44,57,30,40,22,44,37,20,19,20,13,35,41,31
50.816,37,49,31,51,48,55,37,32,32,31,26,32,32,20,16,39,40,35
50.944,34,37,38,36,51,52,46,24,24,37,39,34,22,18,12,35,24,33
51.072,41,39,39,51,43,60,42,31,25,46,40,27,31,30,20,40,29,36
51.2,56,41,28,52,52,53,36,23,29,33,33,31,18,21,20,34,30,33
51.328,41,53,37,42,59,51,20,37,19,30,25,22,25,23,16,36,30,41
51.456,43,47,35,46,37,55,23,31,23,37,34,31,24,23,14,35,28,34
51.584,44,35,29,41,46,51,37,40,25,38,25,27,25,16,13,35,29,32
51.712,37,39,35,40,44,64,39,31,23,36,29,30,24,14,16,27,24,33
51.84,38,28,24,64,45,54,33,25,24,34,35,15,22,12,21,25,26,31
51.968,46,48,26,38,56,65,27,30,23,23,28,27,24,20,21,30,26,29
52.096,37,45,27,41,46,52,42,31,18,41,29,25,23,23,10,33,29,34
52.224,39,37,36,44,41,58,26,37,27,38,27,26,15,20,13,33,25,26
52.352,36,36,27,49,58,60,28,28,26,31,30,25,27,23,21,31,22,33
52.48,43,37,22,54,47,61,26,34,21,38,33,27,34,17,14,27,33,27
52.608,41,36,32,53,36,59,33,34,27,36,39,28,30,17,19,18,28,22
52.736,39,51,34,32,54,57,35,28,20,33,25,29,25,18,25,26,32,27
52.864,26,35,21,39,57,44,36,21,22,36,33,23,21,14,12,29,23,22
52.992,44,33,33,37,52,57,33,30,22,35,25,23,18,11,13,36,36,26
53.12,58,43,24,37,38,48,27,46,19,41,26,32,19,20,17,37,22,29
53.248,40,26,28,44,59,43,31,28,28,35,32,27,24,22,11,35,31,35
53.376,32,37,24,34,50,56,32,26,24,37,36,32,26,21,13,30,30,28
53.504,50,31,27,34,41,47,32,31,21,37,25,25,29,21,18,32,30,34
53.632,41,31,31,42,58,65,37,26,21,45,35,28,28,20,8,28,26,36
53.76,46,52,23,46,43,50,30,38,24,26,26,30,27,21,21,32,28,27
53.888,29,24,29,55,53,48,35,30,23,36,24,24,25,19,16,26,34,32
54.016,36,54,26,39,44,64,43,38,21,42,29,28,37,16,28,40,32,39
54.144,33,48,29,48,43,59,34,36,26,38,24,33,15,21,20,24,26,36
54.272,39,35,35,47,47,68,26,29,24,32,27,22,34,19,17,24,23,27
54.4,26,35,31,35,48,73,29,30,32,37,28,25,23,22,14,32,36,26
54.528,35,34,22,29,40,41,29,33,29,32,25,20,34,15,19,38,26,26
54.656,37,38,26,34,52,52,41,23,32,27,32,25,26,13,6,34,37,27
54.784,37,34,27,55,42,48,38,25,24,38,29,29,26,17,14,47,28,22
54.912,35,33,35,33,49,55,43,34,28,23,37,23,19,24,23,28,25,22
55.04,37,33,25,44,40,66,30,34,30,34,27,23,25,24,19,26,36,41
55.168,33,37,35,39,42,55,29,32,14,36,26,39,31,15,9,37,24,39
55.296,35,37,32,49,42,57,29,37,21,40,28,21,29,17,21,21,35,29
55.424,27,40,31,42,48,60,34,32,20,37,19,30,22,23,7,34,30,28
55.552,25,35,19,45,47,52,27,45,33,37,29,26,31,14,13,41,30,36
55.68,36,35,24,49,49,62,26,44,25,39,28,27,22,29,15,22,22,34
55.808,36,51,28,50,42,48,24,28,26,25,38,22,22,23,16,30,29,34
55.936,30,34,34,42,41,63,28,29,30,32,26,23,27,30,17,33,38,23
56.064,38,32,33,47,43,48,37,37,16,34,26,32,29,23,24,22,27,25
56.192,44,43,24,51,43,58,37,42,15,27,31,20,21,17,10,33,27,17
56.32,41,31,28,51,45,60,37,28,20,42,28,24,15,21,14,24,39,19
56.448,38,39,28,43,54,47,41,28,19,35,25,24,20,20,10,26,23,29
56.576,35,29,25,41,51,60,34,25,24,34,36,20,29,21,17,31,31,28
56.704,29,42,30,38,35,52,26,36,27,43,38,31,25,17,20,34,47,34
56.832,51,36,27,32,38,41,34,39,27,36,25,26,20,21,10,31,24,29
56.96,32,41,22,44,42,42,35,28,24,26,32,22,27,19,11,31,27,22
57.088,32,47,30,41,52,67,46,25,13,22,33,19,26,20,15,25,31,36
57.216,40,28,31,50,51,61,38,33,19,43,26,26,21,18,15,29,28,38
57.344,40,30,31,41,42,49,43,35,27,31,38,23,26,24,18,28,27,40
57.472,25,37,35,40,50,57,28,30,19,44,26,25,27,12,14,29,28,26
57.6,36,37,26,41,45,50,30,35,22,35,28,33,27,20,12,29,26,30
57.728,31,40,32,36,39,62,32,32,28,31,29,16,27,18,10,22,29,32
57.856,39,40,29,33,45,63,26,29,19,27,38,17,23,17,14,29,26,29
57.984,34,39,25,46,55,56,32,26,21,25,32,21,16,18,8,18,26,30
58.112,46,32,25,41,40,50,37,24,23,29,26,26,33,21,14,27,28,28
58.24,36,40,29,48,50,62,26,36,28,27,25,25,23,20,16,26,35,24
58.368,41,26,40,43,41,53,32,36,39,38,24,20,24,17,19,24,29,23
58.496,33,35,30,31,44,48,40,21,24,31,36,17,18,22,14,25,26,34
58.624,31,30,22,52,47,50,34,29,26,43,33,28,23,26,12,32,29,28
58.752,30,43,26,38,46,64,22,35,20,37,32,21,24,15,10,32,28,33
58.88,29,45,28,37,37,48,32,31,20,23,34,25,29,14,17,33,22,45
59.008,32,40,33,40,49,47,30,23,19,26,35,26,22,13,18,24,24,30
59.136,34,37,21,44,37,55,27,36,22,34,33,24,24,14,26,30,29,28
59.264,34,28,29,40,51,51,22,35,21,40,22,21,26,18,7,25,29,36
59.392,36,30,27,39,42,38,24,33,9,26,33,23,24,20,12,26,29,30
59.52,44,38,26,43,42,57,25,33,19,35,38,35,30,14,20,33,34,27
59.648,38,38,29,32,60,51,34,37,20,32,28,24,27,22,13,36,19,19
59.776,42,36,25,34,46,46,32,28,19,27,28,23,17,11,13,23,40,34
59.904,32,36,27,51,55,49,26,30,16,30,23,24,24,20,21,24,27,23
60.032,35,39,21,40,60,65,30,28,14,21,26,29,19,9,17,32,27,30
60.16,35,46,25,44,32,48,26,29,20,28,33,22,18,18,11,31,23,30
60.288,39,37,27,34,45,43,39,32,19,32,22,22,27,14,8,21,23,32
60.416,36,40,30,41,42,54,23,21,24,32,20,16,25,17,6,25,34,30
60.544,32,39,23,36,43,59,37,30,19,30,31,19,25,18,19,26,37,31
60.672,28,40,34,58,22,56,27,24,29,25,35,23,21,15,21,27,23,18
60.8,35,36,23,34,44,48,37,25,23,40,33,20,25,10,10,22,29,34
60.928,35,41,29,44,44,57,33,29,26,42,26,23,28,9,15,31,27,29
61.056,25,36,30,42,40,47,37,30,17,28,27,26,13,18,18,31,28,32
61.184,28,33,26,41,41,46,28,27,18,34,23,25,18,9,10,32,29,21
61.312,27,35,26,46,40,53,29,36,26,35,25,22,25,23,17,21,28,22
61.44,31,42,25,47,34,41,32,19,24,30,26,36,26,16,14,23,25,28
61.568,23,35,22,45,53,62,28,29,18,42,31,25,23,22,18,32,34,31
61.696,49,37,26,41,51,63,39,32,30,20,28,30,21,17,14,27,21,25
61.824,33,35,34,62,51,58,24,24,22,41,28,28,22,24,15,29,29,25
61.952,38,45,34,30,46,47,27,26,29,37,27,23,22,22,14,29,29,41
62.08,45,39,35,51,35,37,27,20,12,36,24,26,24,15,17,32,25,18
62.208,23,28,27,54,41,54,21,33,29,24,24,20,21,20,5,33,39,17
62.336,41,38,27,44,41,53,27,33,20,34,30,23,19,16,17,23,28,28
62.464,39,29,30,36,51,45,29,31,24,32,30,22,28,26,9,22,26,29
62.592,30,42,24,35,45,51,29,26,22,28,22,23,22,15,12,23,34,20
62.72,29,35,30,46,56,56,28,29,17,41,30,23,25,19,14,31,23,35
62.848,37,35,22,36,44,44,31,26,25,38,27,26,17,13,10,26,27,29
62.976,37,35,25,34,34,46,25,20,26,29,27,29,23,20,11,38,18,23
63.104,29,32,22,31,40,61,31,35,20,25,25,27,19,19,11,31,23,28
63.232,23,49,31,38,28,52,32,26,24,18,21,17,24,14,13,21,23,29
63.36,36,29,27,43,34,42,36,25,21,30,23,26,25,20,14,26,20,20
63.488,29,36,37,50,40,51,32,25,27,28,33,25,16,18,11,37,30,37
63.616,34,29,30,46,41,59,28,23,24,30,17,22,18,15,13,23,24,27
63.744,45,31,19,36,32,46,35,20,26,22,26,26,28,20,10,29,25,23
63.872,29,45,25,32,45,55,37,25,17,29,36,12,22,21,20,30,33,26
64,37,31,32,44,48,57,37,32,16,24,20,20,34,20,18,27,21,28
64.128,22,37,30,41,39,56,34,23,27,28,24,31,19,16,15,34,24,23
64.256,40,39,42,50,33,59,41,25,21,24,26,25,30,8,9,30,31,23
64.384,35,35,30,37,44,55,24,23,20,30,38,25,19,18,11,34,22,18
64.512,44,36,21,34,43,46,34,23,18,35,32,27,21,17,8,26,24,20
64.64,31,27,23,33,47,52,25,31,22,26,27,23,27,17,13,33,23,28
64.768,42,35,24,30,32,54,30,26,22,36,29,21,13,18,13,33,32,19
64.896,36,37,32,49,39,41,24,33,20,24,33,25,29,11,19,27,18,23
65.024,45,33,28,32,51,68,35,29,17,27,27,28,17,18,13,30,36,21
65.152,33,32,26,36,41,58,29,30,23,30,21,20,19,19,15,25,29,25
65.28,22,29,28,32,51,57,28,26,23,33,31,22,14,17,15,26,24,33
65.408,29,33,21,43,32,45,27,27,20,27,22,28,17,16,8,32,29,28
65.536,49,42,24,31,43,46,27,38,19,17,18,30,24,26,13,27,21,35
65.664,21,33,28,33,40,55,33,38,23,33,22,18,26,10,10,30,24,29
65.792,36,32,19,44,46,62,29,35,25,33,23,24,18,30,12,29,28,18
65.92,36,33,16,46,49,45,23,24,14,30,29,24,12,16,20,30,22,35
66.048,31,35,29,42,47,44,37,37,24,30,24,20,23,19,14,32,24,27
66.176,36,32,30,37,46,53,27,30,18,34,31,18,19,15,21,31,21,31
66.304,29,39,30,34,39,74,37,27,20,28,30,23,33,18,15,17,26,21
66.432,39,37,19,38,35,50,34,20,19,25,38,28,20,22,15,26,18,18
66.56,40,34,27,28,33,60,27,33,16,26,22,33,25,18,15,28,30,32
66.688,32,37,22,36,40,53,24,37,25,32,28,26,31,13,11,28,16,26
66.816,30,36,30,55,47,60,35,19,21,27,35,26,21,20,11,24,26,23
66.944,33,33,32,41,41,49,29,24,24,35,22,13,27,25,14,33,26,28
67.072,28,36,29,55,40,57,37,39,18,25,28,17,22,14,10,28,20,27
67.2,28,23,33,41,42,53,32,25,19,30,23,21,21,22,8,26,26,22
67.328,34,35,16,34,34,56,27,31,15,23,26,22,22,13,18,25,19,27
67.456,41,29,27,29,38,58,29,20,21,31,18,24,16,18,18,32,29,26
67.584,26,28,31,35,33,54,20,31,28,22,26,20,24,15,10,24,18,31
67.712,21,32,31,35,35,46,34,29,20,34,25,23,17,11,15,28,26,23
67.84,28,49,23,36,34,45,27,22,17,33,23,24,24,20,11,26,23,27
67.968,34,36,27,29,47,45,34,25,15,33,27,14,20,20,11,21,27,27
68.096,30,44,26,42,41,48,26,22,24,30,18,31,34,14,12,20,23,21
68.224,27,29,31,20,41,55,29,31,13,33,29,26,22,13,15,25,22,30
68.352,37,40,35,38,36,44,20,32,14,28,30,19,18,18,15,20,31,23
68.48,22,34,22,43,35,45,32,19,21,30,27,26,27,10,11,37,27,27
68.608,28,29,26,36,36,66,31,27,30,28,27,30,25,17,14,29,25,25
68.736,32,30,28,40,32,49,26,32,23,26,24,17,25,23,10,38,25,29
68.864,30,23,32,30,42,61,30,27,16,24,27,22,23,10,15,21,31,39
68.992,41,44,23,42,40,57,36,32,18,25,27,21,21,11,12,20,26,26
69.12,34,25,25,28,45,56,32,30,16,31,26,24,19,13,9,37,17,25
69.248,24,37,17,51,45,53,30,25,18,25,21,24,24,20,14,26,20,32
69.376,28,38,31,32,28,59,25,18,22,37,32,27,15,24,11,33,22,26
69.504,37,35,26,34,30,51,28,24,21,28,30,22,29,20,14,33,20,27
69.632,38,40,25,22,52,60,22,22,20,27,22,21,21,17,9,29,20,26
69.76,17,27,31,41,47,47,23,28,19,23,27,20,17,15,13,31,22,25
69.888,30,27,22,52,41,45,33,28,22,28,33,25,20,23,13,29,23,21
70.016,41,35,39,49,42,60,23,20,17,31,16,17,25,17,13,28,32,28
70.144,34,28,29,48,44,39,35,26,20,16,28,23,20,13,17,24,25,35
70.272,37,31,17,40,44,33,29,24,20,32,17,20,23,11,16,17,23,26
70.4,29,31,31,34,41,55,24,22,22,25,29,31,17,22,9,26,22,25
70.528,23,34,23,28,40,46,29,25,15,33,24,25,32,18,6,24,27,21
70.656,35,35,25,34,37,57,25,34,19,21,31,30,23,11,9,18,22,24
70.784,40,28,29,40,52,42,20,32,22,29,27,27,22,10,16,31,25,19
70.912,37,33,24,34,47,61,36,31,12,26,38,26,25,18,14,30,28,22
71.04,25,25,31,40,50,52,35,25,23,32,17,19,15,9,14,23,24,29
71.168,30,30,25,31,35,56,25,23,26,28,24,21,23,14,7,20,23,22
71.296,24,40,29,28,45,54,25,40,13,29,32,22,19,15,11,24,28,24
71.424,41,35,26,36,33,52,22,27,17,21,28,27,22,17,17,24,27,32
71.552,31,42,28,27,46,72,32,26,17,22,26,19,22,12,17,22,24,25
71.68,40,37,25,43,50,46,34,28,12,37,24,22,18,18,15,26,30,30
71.808,35,35,27,39,33,57,37,36,23,27,22,24,20,17,13,39,30,25
71.936,34,24,21,33,32,46,36,35,10,33,26,23,17,11,16,39,25,25
72.064,33,25,24,31,36,54,30,34,21,27,29,26,27,11,18,25,26,21
72.192,32,31,28,27,31,58,32,23,18,36,32,15,22,10,14,33,32,27
72.32,20,38,21,35,46,56,22,28,22,26,20,31,14,20,11,24,26,20
72.448,30,33,21,41,40,52,18,30,24,24,25,14,21,16,7,27,17,23
72.576,30,32,25,26,38,55,30,20,15,33,26,23,19,13,25,31,20,24
72.704,33,34,27,35,36,48,21,28,31,44,17,17,16,22,11,21,20,22
72.832,36,35,29,40,44,45,35,19,20,25,20,25,18,18,10,24,21,26
72.96,26,37,24,35,31,50,32,23,17,27,21,22,19,16,7,15,22,37
73.088,30,28,21,31,31,44,26,24,11,25,24,24,18,13,7,23,20,21
73.216,36,31,23,26,35,53,25,34,20,18,25,13,24,15,8,25,25,24
73.344,39,37,24,35,34,40,36,29,25,22,19,26,21,17,14,21,34,31
73.472,39,39,28,36,45,50,25,22,24,25,22,16,26,18,14,27,21,36
73.6,23,32,31,28,33,48,26,25,12,22,25,31,26,18,5,20,23,27
73.728,22,39,18,32,38,58,39,24,21,33,24,23,20,15,7,30,25,31
73.856,25,35,23,38,39,51,26,17,27,30,25,31,25,16,9,36,21,25
73.984,28,35,31,34,32,49,13,23,18,30,21,20,21,14,14,29,30,37
74.112,30,25,33,40,36,49,32,24,24,30,16,24,23,17,12,32,16,24
74.24,23,31,23,32,39,52,31,24,23,26,14,20,17,15,20,26,14,24
74.368,24,33,23,40,46,57,26,18,17,19,18,24,21,12,13,20,19,33
74.496,25,31,27,30,35,54,25,22,14,20,17,23,32,12,13,20,34,27
74.624,40,45,28,44,44,45,23,16,23,30,33,19,19,14,11,27,17,24
74.752,32,39,27,41,35,55,22,25,27,24,27,25,25,10,12,18,25,24
74.88,36,25,32,41,38,48,24,18,17,19,24,7,24,6,9,21,29,25
75.008,26,36,37,25,41,49,20,20,12,29,24,23,15,17,12,23,23,20
75.136,33,33,25,39,50,53,31,25,15,22,27,18,16,25,16,16,35,22
75.264,43,35,25,45,37,53,20,26,33,34,19,20,21,14,11,13,24,33
75.392,32,35,30,34,40,51,27,19,20,28,21,20,18,18,13,20,26,27
75.52,26,30,32,36,25,48,35,22,17,32,23,20,18,22,14,20,29,24
75.648,32,29,22,31,31,62,26,26,29,18,26,29,24,6,13,33,26,24
75.776,24,32,24,46,37,42,24,26,13,28,18,24,25,13,7,29,22,20
75.904,36,22,32,40,38,55,22,24,16,21,20,20,21,23,14,33,25,28
76.032,33,33,31,26,56,64,20,24,30,25,27,24,18,17,11,24,16,23
76.16,26,22,16,31,32,52,25,16,15,27,30,26,27,13,13,27,19,24
76.288,29,32,25,42,65,45,34,22,23,19,25,19,18,11,10,27,28,20
76.416,35,40,28,26,37,50,19,21,25,24,20,22,21,18,19,23,26,35
76.544,50,39,32,39,33,45,19,29,13,28,22,17,21,6,16,25,23,22
76.672,20,29,30,38,35,50,30,25,20,18,26,22,22,9,6,22,19,26
76.8,24,34,26,35,45,46,34,31,20,29,15,28,24,14,14,33,20,25
76.928,18,37,29,36,41,48,29,31,21,40,25,16,19,12,14,24,24,33
77.056,25,35,19,25,29,40,23,21,18,20,20,31,18,13,11,21,18,27
77.184,27,27,33,40,33,64,22,20,18,29,20,24,12,11,12,22,23,23
77.312,30,37,30,43,31,49,26,30,14,31,29,14,21,10,21,26,23,34
77.44,26,37,19,37,45,63,22,35,18,26,28,20,23,10,17,23,21,23
77.568,35,36,18,32,33,55,34,24,12,37,23,22,25,16,10,19,18,26
77.696,26,35,24,39,38,42,31,25,14,23,28,24,23,11,7,35,30,28
77.824,32,34,23,24,31,47,29,27,13,24,20,16,22,17,11,25,17,21
77.952,39,38,31,45,42,49,21,24,21,18,26,20,26,13,10,25,20,20
78.08,29,26,20,30,34,61,27,17,23,22,27,18,29,15,6,25,22,28
78.208,32,27,26,40,33,42,21,26,14,34,28,27,24,11,10,22,23,24
78.336,27,22,37,39,39,45,24,31,20,20,17,11,14,10,8,32,24,21
78.464,25,36,21,36,23,41,26,31,18,22,23,28,25,16,12,21,26,25
78.592,22,26,21,37,24,52,29,28,20,33,22,24,16,16,11,26,19,33
78.72,30,37,22,37,43,41,26,20,16,27,25,13,21,14,5,16,35,26
78.848,21,25,16,40,28,52,37,18,27,27,17,22,17,21,13,22,16,17
78.976,32,29,21,40,39,33,27,25,24,24,22,22,12,20,10,17,37,33
79.104,21,27,33,38,42,42,15,27,14,29,19,17,16,17,11,21,18,19
79.232,33,43,22,30,25,57,23,17,19,20,13,23,24,12,14,25,25,23
79.36,35,31,32,36,30,48,29,17,12,34,10,13,15,14,9,24,23,22
79.488,20,24,26,35,32,47,29,20,20,29,23,18,23,7,10,22,27,26
79.616,21,32,24,38,27,47,22,17,16,27,22,24,24,11,8,18,17,33
79.744,31,33,23,38,35,53,26,24,21,33,29,17,16,9,10,22,21,30
79.872,22,36,19,28,29,62,31,19,16,45,35,20,19,12,12,21,26,25
80,25,30,40,33,41,51,24,31,9,33,16,24,24,14,8,24,15,31
80.128,36,28,35,40,29,44,30,18,19,28,22,24,11,17,11,10,19,22
80.256,38,29,21,36,36,56,25,26,23,30,20,15,21,17,12,17,25,16
80.384,31,39,25,40,37,56,34,21,19,23,28,23,20,19,14,17,19,24
80.512,31,35,25,32,36,47,31,22,21,20,23,22,16,12,15,22,20,25
80.64,28,35,24,47,39,42,20,32,18,23,21,22,19,21,5,23,22,19
80.768,32,26,17,37,48,50,23,32,20,28,24,13,21,20,11,19,16,29
80.896,26,28,26,40,41,47,32,18,24,34,28,33,21,20,9,32,25,16
81.024,20,28,29,23,34,46,22,24,15,21,26,20,16,14,15,39,17,22
81.152,26,28,24,34,36,56,22,26,18,26,27,17,22,25,6,22,23,12
81.28,28,25,27,34,33,41,22,20,27,30,26,20,24,16,10,18,14,25
81.408,32,26,15,25,47,43,25,29,18,32,30,19,15,14,16,19,13,26
81.536,24,30,26,31,30,61,26,16,16,19,24,34,16,11,9,19,29,24
81.664,29,29,22,31,39,67,23,15,21,23,22,18,25,12,5,28,23,22
81.792,31,28,22,32,48,52,23,20,21,18,23,21,28,13,8,18,23,15
81.92,30,30,28,40,39,39,28,21,17,28,11,18,18,15,12,17,16,24
82.048,16,32,32,37,32,52,22,25,19,32,20,27,22,15,10,17,21,22
82.176,33,31,24,28,35,44,22,27,16,26,19,20,19,17,7,20,18,28
82.304,27,29,29,32,32,45,22,27,9,28,23,20,16,10,9,32,27,24
82.432,31,25,21,36,31,40,19,18,23,30,20,19,27,13,10,23,29,28
82.56,33,30,25,43,43,57,30,26,20,34,29,22,22,18,6,23,20,29
82.688,30,29,29,30,43,44,20,27,15,25,22,25,18,7,12,29,24,36
82.816,30,35,26,28,26,46,23,25,19,31,29,16,22,14,10,14,31,16
82.944,36,23,21,32,43,48,27,25,17,23,22,28,17,13,6,16,19,28
83.072,24,36,28,30,32,62,31,25,21,22,36,17,16,15,13,16,18,26
83.2,29,34,34,26,30,54,23,22,17,19,18,25,12,11,12,36,25,28
83.328,21,27,20,28,36,54,28,22,19,38,23,19,17,12,12,19,20,20
83.456,27,39,25,22,43,62,29,27,16,29,17,24,17,13,16,21,20,29
83.584,14,30,23,41,50,48,23,21,15,24,20,24,10,12,9,18,20,34
83.712,32,24,31,31,42,50,28,22,21,27,16,23,20,17,11,24,23,31
